HOG	OG	Gene Tree Parent Clade	Bacillus_subtilis_aa	Deinococcus_radiodurans_aa	Rhodococcus_erythropolis_aa
N0.HOG0001002	OG0000940	-	CAB13538.1	UDL00059.1	ALU71402.1
N0.HOG0001003	OG0000941	-	CAB13539.1	UDL00442.1	ALU71397.1
N0.HOG0001004	OG0000942	-	CAB13540.1	UDL00153.1	ALU71394.1
N0.HOG0001005	OG0000943	-	CAB13541.1	UDK99533.1	ALU71393.1
N0.HOG0001006	OG0000944	-	CAB13542.1	UDL01101.1	ALU71392.1
N0.HOG0001007	OG0000945	-	CAB13548.1	UDL01053.1	ALU67827.1
N0.HOG0001008	OG0000946	-	CAB13565.2		ALU70863.1, ALU71307.1
N0.HOG0001009	OG0000947	-	CAB13566.2	UDL01357.1	ALU71306.1
N0.HOG0001010	OG0000948	-	CAB13567.2	UDL01359.1	ALU71293.1
N0.HOG0001011	OG0000949	-	CAB13574.1	UDL00284.1	ALU71287.1
N0.HOG0001012	OG0000950	-	CAB13580.1	UDL00148.1	ALU69570.1
N0.HOG0001013	OG0000951	-	CAB13617.2	UDL00769.1	ALU71283.1
N0.HOG0001014	OG0000952	-	CAB13627.2	UDK99343.1	ALU71280.1
N0.HOG0001015	OG0000953	-	CAB13630.1	UDK99635.1	ALU70493.1
N0.HOG0001016	OG0000954	-	CAB13634.2, CAB13793.3, CAB14077.1		
N0.HOG0001017	OG0000955	-	CAB14079.1, CAB13646.1		ALU73300.1
N0.HOG0001018	OG0000956	-	CAB13673.1	UDL01279.1	ALU71047.1
N0.HOG0001019	OG0000957	-	CAB13677.1	UDL00420.1	ALU72205.1
N0.HOG0001020	OG0000958	-	CAB13684.1	UDL00798.1	ALU71024.1
N0.HOG0001021	OG0000959	-	CAB13690.1	UDL01065.1, UDK99956.1	
N0.HOG0001022	OG0000960	-	CAB13696.2		ALU71366.1, ALU68549.1
N0.HOG0001023	OG0000961	-	CAB13705.1	UDL00285.1	ALU70202.1
N0.HOG0001024	OG0000962	-	CAB13706.1		ALU67818.1, ALU70643.1
N0.HOG0001025	OG0000963	-	CAB13711.1	UDL01977.1, UDL01763.1	
N0.HOG0001026	OG0000964	-	CAB13718.1	UDK99376.1	ALU73159.1
N0.HOG0001027	OG0000965	-	CAB15627.1, CAB13724.1	UDL00620.1	
N0.HOG0001028	OG0000966	-	CAB13752.1, CAB15715.1, CAB14011.1		
N0.HOG0001029	OG0000967	-	CAB13754.2	UDL01991.1	ALU68819.1
N0.HOG0001030	OG0000968	-	CAB13758.1, CAB13780.1, CAB13941.1		
N0.HOG0001031	OG0000969	-	CAB15314.1, CAB13759.1		ALU70498.1
N0.HOG0001032	OG0000970	-	CAB15404.1, CAB13768.1		ALU70224.1
N0.HOG0001033	OG0000971	-	CAB13774.1, CAB13950.1, CAX52634.1		
N0.HOG0001034	OG0000972	-	CAB13775.1, CAB15536.1	UDL02278.1	
N0.HOG0001035	OG0000973	-	CAB14069.1, CAB14302.1, CAB13787.1		
N0.HOG0001036	OG0000974	-	CAB13794.2	UDL02036.1	ALU72609.1
N0.HOG0001037	OG0000975	-	CAB15359.1, CAB13815.1		ALU72523.1
N0.HOG0001038	OG0000976	-	CAB13819.1, CAB13820.1, CAX52637.1		
N0.HOG0001039	OG0000977	-	CAB13829.3	UDK99483.1	ALU70052.1
N0.HOG0001040	OG0000978	-	CAB13831.1		ALU70368.1, ALU72096.1
N0.HOG0001041	OG0000979	-	CAB13836.1	UDK99315.1	ALU71400.1
N0.HOG0001042	OG0000980	-	CAB13843.1, CAB16044.1		ALU68918.1
N0.HOG0001043	OG0000981	-	CAB13844.1, CAB14607.1, CAB15278.1		
N0.HOG0001044	OG0000982	-	CAB13850.1, CAB15541.1	UDL00644.1	
N0.HOG0001045	OG0000983	-	CAB13851.1	UDK99686.1	ALU68450.1
N0.HOG0001046	OG0000984	-	CAB14086.1	UDL00493.1	ALU71196.1
N0.HOG0001047	OG0000985	-	CAB14087.1	UDL00915.1	ALU68058.1
N0.HOG0001048	OG0000986	-	CAB14097.1	UDL00943.1	ALU69925.1
N0.HOG0001049	OG0000987	-	CAB14099.1	UDL01623.1	ALU69722.1
N0.HOG0001050	OG0000988	-	CAB14100.1	UDL01621.1	ALU69723.1
N0.HOG0001051	OG0000989	-	CAB14105.2	UDL00268.1	ALU71572.1
N0.HOG0001052	OG0000990	-	CAB14139.1	UDK99276.1	ALU67736.1
N0.HOG0001053	OG0000991	-	CAB14150.1	UDK99485.1	ALU67764.1
N0.HOG0001054	OG0000992	-	CAB14157.1	UDK99889.1	ALU73146.1
N0.HOG0001055	OG0000993	-	CAB14158.1	UDL01689.1	ALU73147.1
N0.HOG0001056	OG0000994	-	CAB14159.1	UDL01606.1	ALU70491.1
N0.HOG0001057	OG0000995	-	CAB14160.1	UDL01360.1	ALU71778.1
N0.HOG0001058	OG0000996	-	CAB14161.1	UDL00323.1	ALU68234.1
N0.HOG0001059	OG0000997	-	CAB14176.1	UDL00231.1	ALU71729.1
N0.HOG0001060	OG0000998	-	CAB14177.1	UDL00258.1	ALU67914.1
N0.HOG0001061	OG0000999	-	CAB14179.1	UDL00088.1	ALU70753.1
N0.HOG0001062	OG0001000	-	CAB14180.2	UDL00087.1	ALU70752.1
N0.HOG0001063	OG0001001	-	CAB14181.3	UDK99328.1	ALU69355.1
N0.HOG0001064	OG0001002	-	CAB14183.2	UDL00840.1	ALU70551.1
N0.HOG0001065	OG0001003	-	CAB14186.1	UDK99945.1	ALU71099.1
N0.HOG0001066	OG0001004	-	CAB14187.3	UDK99943.1	ALU71101.1
N0.HOG0001067	OG0001005	-	CAB14189.1	UDL01506.1	ALU70351.1
N0.HOG0001068	OG0001006	-	CAB14190.1	UDL01679.1	ALU72165.1
N0.HOG0001069	OG0001007	-	CAB14194.1	UDK99252.1	ALU73154.1
N0.HOG0001070	OG0001008	-	CAB14200.1	UDL01330.1	ALU70839.1
N0.HOG0001071	OG0001009	-	CAB14203.2	UDL00222.1	ALU72915.1
N0.HOG0001072	OG0001010	-	CAB14204.1	UDL01031.1	ALU70780.1
N0.HOG0001073	OG0001011	-	CAB14205.1	UDL01542.1	ALU70838.1
N0.HOG0001074	OG0001012	-	CAB14239.2	UDL00411.1	ALU71567.1
N0.HOG0001075	OG0001013	-	CAB14253.1	UDL00926.1	ALU70836.1
N0.HOG0001076	OG0001014	-	CAB14257.1	UDK99357.1	ALU71068.1
N0.HOG0001077	OG0001015	-	CAB14258.1	UDK99356.1	ALU71069.1
N0.HOG0001078	OG0001016	-	CAB14259.1	UDK99355.1	ALU71070.1
N0.HOG0001079	OG0001017	-	CAB14260.1	UDK99354.1	ALU71071.1
N0.HOG0001080	OG0001018	-	CAB14284.2	UDL00024.1	ALU70434.1
N0.HOG0001081	OG0001019	-	CAB14293.1	UDL00152.1	ALU70832.1
N0.HOG0001082	OG0001020	-	CAB15804.1, CAB14313.2	UDK99790.1	
N0.HOG0001083	OG0001021	-	CAB14314.1	UDL01221.1	ALU70366.1
N0.HOG0001084	OG0001022	-	CAB14323.2	UDL00435.1	ALU71779.1
N0.HOG0001085	OG0001023	-	CAB14324.2	UDL01066.1	ALU70257.1
N0.HOG0001086	OG0001024	-	CAB14339.1	UDK99358.1	ALU70149.1
N0.HOG0001087	OG0001025	-	CAB14343.1		ALU69185.1, ALU72363.1
N0.HOG0001088	OG0001026	-	CAB14347.2	UDL00203.1	ALU69210.1
N0.HOG0001089	OG0001027	-	CAB14355.2	UDL00578.1	ALU70828.1
N0.HOG0001090	OG0001028	-	CAB14356.1	UDK99910.1	ALU70813.1
N0.HOG0001091	OG0001029	-	CAB14358.1	UDL00576.1	ALU71214.1
N0.HOG0001092	OG0001030	-	CAB14363.2	UDL01105.1	ALU71094.1
N0.HOG0001093	OG0001031	-	CAB14376.2	UDK99325.1	ALU71095.1
N0.HOG0001094	OG0001032	-	CAB14378.1	UDK99946.1	ALU70339.1
N0.HOG0001095	OG0001033	-	CAB14386.1	UDL00877.1	ALU70872.1
N0.HOG0001096	OG0001034	-	CAB14394.1		ALU69275.1, ALU72424.1
N0.HOG0001097	OG0001035	-	CAB14410.1	UDL01555.1	ALU71155.1
N0.HOG0001098	OG0001036	-	CAB14420.1	UDL00881.1	ALU69793.1
N0.HOG0001099	OG0001037	-	CAB14426.1	UDL01933.1	ALU69393.1
N0.HOG0001100	OG0001038	-	CAB14427.2	UDL01932.1	ALU69392.1
N0.HOG0001101	OG0001039	-	CAB14428.2	UDL01931.1	ALU69391.1
N0.HOG0001102	OG0001040	-	CAB14429.1	UDL01930.1	ALU69390.1
N0.HOG0001103	OG0001041	-	CAB14437.1	UDK99574.1	ALU71483.1
N0.HOG0001104	OG0001042	-	CAB14446.2	UDL01194.1	ALU69946.1
N0.HOG0001105	OG0001043	-	CAB14447.1	UDK99318.1	ALU70482.1
N0.HOG0001106	OG0001044	-	CAB14451.2	UDK99781.1	ALU70446.1
N0.HOG0001107	OG0001045	-	CAB14457.2	UDK99982.1	ALU70431.1
N0.HOG0001108	OG0001046	-	CAB14458.1	UDK99824.1	ALU70414.1
N0.HOG0001109	OG0001047	-	CAB14459.1	UDL01208.1	ALU71842.1
N0.HOG0001110	OG0001048	-	CAB14461.2	UDL01128.1	ALU70412.1
N0.HOG0001111	OG0001049	-	CAB14476.2	UDL01035.1	ALU70411.1
N0.HOG0001112	OG0001050	-	CAB14486.1	UDL00617.1	ALU70406.1
N0.HOG0001113	OG0001051	-	CAB14487.2	UDL00749.1, UDL00618.1	
N0.HOG0001114	OG0001052	-	CAB14489.1	UDK99334.1	ALU72520.1
N0.HOG0001115	OG0001053	-	CAB14490.1	UDK99333.1	ALU72519.1
N0.HOG0001116	OG0001054	-	CAB14493.1	UDL00279.1	ALU70384.1
N0.HOG0001117	OG0001055	-	CAB14497.2	UDL00429.1	ALU70378.1
N0.HOG0001118	OG0001056	-	CAB14499.1	UDL00920.1	ALU70376.1
N0.HOG0001119	OG0001057	-	CAB14501.1	UDL00921.1	ALU70375.1
N0.HOG0001120	OG0001058	-	CAB14504.1	UDL01570.1	ALU70371.1
N0.HOG0001121	OG0001059	-	CAB14514.1	UDL00683.1	ALU68211.1
N0.HOG0001122	OG0001060	-	CAB14519.1	UDL02115.1	ALU70623.1
N0.HOG0001123	OG0001061	-	CAB14585.1, CAB16034.2	UDL01276.1	
N0.HOG0001124	OG0001062	-	CAB14799.2, CAB14622.1		ALU72103.1
N0.HOG0001125	OG0001063	-	CAB14626.2	UDL01339.1	ALU69605.1
N0.HOG0001126	OG0001064	-	CAB15719.1, CAB14635.1		ALU72984.1
N0.HOG0001127	OG0001065	-	CAB14638.2	UDL01785.1	ALU72697.1
N0.HOG0001128	OG0001066	-	CAB14645.1, CAB15830.2, CAB15451.1		
N0.HOG0001129	OG0001067	-	CAB14669.1	UDL01715.1, UDL00555.1	
N0.HOG0001130	OG0001068	-	CAB14676.1, CAB14677.1	UDL01753.1	
N0.HOG0001131	OG0001069	-	CAB14678.1		ALU71421.1, ALU70015.1
N0.HOG0001132	OG0001070	-	CAB14679.1	UDL01550.1	ALU71105.1
N0.HOG0001133	OG0001071	-	CAB14682.1	UDL01322.1	ALU71107.1
N0.HOG0001134	OG0001072	-	CAB14691.3	UDL00834.1	ALU71589.1
N0.HOG0001135	OG0001073	-	CAB14694.2	UDL01130.1	ALU67905.1
N0.HOG0001136	OG0001074	-	CAB14695.1	UDL00958.1	ALU71108.1
N0.HOG0001137	OG0001075	-	CAB14714.1	UDL00461.1	ALU71112.1
N0.HOG0001138	OG0001076	-	CAB14715.1	UDL00463.1	ALU71154.1
N0.HOG0001139	OG0001077	-	CAB14719.2	UDL00904.1	ALU71158.1
N0.HOG0001140	OG0001078	-	CAB14724.2	UDL00889.1	ALU71161.1
N0.HOG0001141	OG0001079	-	CAB14731.1	UDL01778.1	ALU67898.1
N0.HOG0001142	OG0001080	-	CAB14733.2	UDK99776.1	ALU71164.1
N0.HOG0001143	OG0001081	-	CAB14734.1	UDL00397.1	ALU71165.1
N0.HOG0001144	OG0001082	-	CAB14742.1	UDL01546.1	ALU71167.1
N0.HOG0001145	OG0001083	-	CAB14750.1	UDL00281.1	ALU68037.1
N0.HOG0001146	OG0001084	-	CAB14752.1	UDK99295.1	ALU70355.1
N0.HOG0001147	OG0001085	-	CAB14754.1	UDK99296.1	ALU70354.1
N0.HOG0001148	OG0001086	-	CAB14756.1	UDK99297.1	ALU70353.1
N0.HOG0001149	OG0001087	-	CAB14765.1	UDL00336.1	ALU71781.1
N0.HOG0001150	OG0001088	-	CAB14769.2	UDK99349.1	ALU70348.1
N0.HOG0001151	OG0001089	-	CAB14773.1	UDL01190.1	ALU72228.1
N0.HOG0001152	OG0001090	-	CAB14775.1	UDL01370.1	ALU72230.1
N0.HOG0001153	OG0001091	-	CAB14777.1	UDL01773.1	ALU72231.1
N0.HOG0001154	OG0001092	-	CAB14782.2	UDL01021.1	ALU70335.1
N0.HOG0001155	OG0001093	-	CAB14783.1	UDL01000.1	ALU70332.1
N0.HOG0001156	OG0001094	-	CAB14786.1	UDL00847.1	ALU71559.1
N0.HOG0001157	OG0001095	-	CAB14788.1	UDL00583.1, UDL00362.1	
N0.HOG0001158	OG0001096	-	CAB14789.1	UDL00616.1	ALU71568.1
N0.HOG0001159	OG0001097	-	CAB14791.1	UDL00614.1	ALU71570.1
N0.HOG0001160	OG0001098	-	CAB14796.1	UDK99379.1	ALU70274.1
N0.HOG0001161	OG0001099	-	CAB14797.1	UDL00676.1	ALU70273.1
N0.HOG0001162	OG0001100	-	CAB14802.1	UDL01320.1	ALU70315.1
N0.HOG0001163	OG0001101	-	CAB14803.1	UDL00096.1	ALU71846.1
N0.HOG0001164	OG0001102	-	CAB14809.2	UDL00468.1	ALU71066.1
N0.HOG0001165	OG0001103	-	CAB14810.1	UDL00090.1	ALU68225.1
N0.HOG0001166	OG0001104	-	CAB14812.1	UDL00115.1	ALU71593.1
N0.HOG0001167	OG0001105	-	CAB14813.1	UDL00116.1	ALU71594.1
N0.HOG0001168	OG0001106	-	CAB14819.1	UDK99651.1	ALU68272.1
N0.HOG0001169	OG0001107	-	CAB14824.1	UDL01373.1	ALU70801.1
N0.HOG0001170	OG0001108	-	CAB14825.1	UDL00159.1	ALU70800.1
N0.HOG0001171	OG0001109	-	CAB14830.1	UDK99843.1	ALU68506.1
N0.HOG0001172	OG0001110	-	CAB14842.1, CAB14964.1	UDK99429.1	
N0.HOG0001173	OG0001111	-	CAB14845.1	UDL01049.1	ALU70799.1
N0.HOG0001174	OG0001112	-	CAB14846.1	UDL01050.1	ALU70798.1
N0.HOG0001175	OG0001113	-	CAB14847.1	UDL01123.1	ALU70797.1
N0.HOG0001176	OG0001114	-	CAB14860.1	UDK99298.1	ALU71268.1
N0.HOG0001177	OG0001115	-	CAB14864.1		ALU71882.1, ALU73018.1
N0.HOG0001178	OG0001116	-	CAB14865.1, CAB15345.1		ALU69636.1
N0.HOG0001179	OG0001117	-	CAB14866.1	UDL00952.1	ALU70782.1
N0.HOG0001180	OG0001118	-	CAB14868.2	UDK99675.1	ALU71536.1
N0.HOG0001181	OG0001119	-	CAB14874.1	UDK99925.1	ALU69186.1
N0.HOG0001182	OG0001120	-	CAB14878.1	UDL01626.1	ALU70759.1
N0.HOG0001183	OG0001121	-	CAB14879.1	UDK99813.1	ALU71578.1
N0.HOG0001184	OG0001122	-	CAB14883.1	UDK99689.1	ALU70611.1
N0.HOG0001185	OG0001123	-	CAB14904.1	UDK99850.1	ALU70815.1
N0.HOG0001186	OG0001124	-	CAB14905.1	UDK99846.1	ALU70814.1
N0.HOG0001187	OG0001125	-	CAB14924.1	UDL00412.1	ALU69789.1
N0.HOG0001188	OG0001126	-	CAB14925.1	UDL01593.1	ALU72400.1
N0.HOG0001189	OG0001127	-	CAB14944.1	UDL01161.1	ALU72000.1
N0.HOG0001190	OG0001128	-	CAB14949.1	UDK99996.1	ALU71247.1
N0.HOG0001191	OG0001129	-	CAB14957.1	UDK99805.1	ALU70590.1
N0.HOG0001192	OG0001130	-	CAB14968.1	UDL00759.1	ALU72786.1
N0.HOG0001193	OG0001131	-	CAB14998.1, CAB15026.1		ALU70654.1
N0.HOG0001194	OG0001132	-	CAB15010.1	UDL01204.1	ALU68247.1
N0.HOG0001195	OG0001133	-	CAB15013.1	UDL00427.1	ALU68581.1
N0.HOG0001196	OG0001134	-	CAB15015.1, CAB15474.1, CAB15999.2		
N0.HOG0001197	OG0001135	-	CAB15475.1, CAB16000.2, CAB15016.1		
N0.HOG0001198	OG0001136	-	CAB15017.1, CAB16001.1, CAB15476.1		
N0.HOG0001199	OG0001137	-	CAB15018.1, CAB15477.1, CAB16002.1		
N0.HOG0001200	OG0001138	-	CAB15033.1	UDK99818.1	ALU71081.1
N0.HOG0001201	OG0001139	-	CAB15288.1, CAB15043.1	UDL01285.1	
N0.HOG0001202	OG0001140	-	CAB15046.1	UDL01180.1	ALU68216.1
N0.HOG0001203	OG0001141	-	CAB15049.2, CAB15902.1		ALU69376.1
N0.HOG0001204	OG0001142	-	CAB15052.1	UDL01305.1	ALU68268.1
N0.HOG0001205	OG0001143	-	CAB15054.1	UDL01306.1	ALU68267.1
N0.HOG0001206	OG0001144	-	CAB15072.1	UDL01225.1	ALU70264.1
N0.HOG0001207	OG0001145	-	CAB15076.1	UDL00914.1	ALU70262.1
N0.HOG0001208	OG0001146	-	CAB15085.1, CAB15389.1, CAB15379.2		
N0.HOG0001209	OG0001147	-	CAB15093.1	UDK99638.1	ALU70890.1
N0.HOG0001210	OG0001148	-	CAB15124.2	UDL00819.1	ALU69749.1
N0.HOG0001211	OG0001149	-	CAB15149.2	UDL00037.1	ALU72371.1
N0.HOG0001212	OG0001150	-	CAB15151.2	UDL00039.1	ALU72372.1
N0.HOG0001213	OG0001151	-	CAB15152.3	UDL00040.1	ALU72373.1
N0.HOG0001214	OG0001152	-	CAB15154.1	UDL00043.1	ALU72376.1
N0.HOG0001215	OG0001153	-	CAB15163.1	UDL02034.1	ALU70267.1
N0.HOG0001216	OG0001154	-	CAB15181.1	UDL00955.1	ALU72988.1
N0.HOG0001217	OG0001155	-	CAB15189.2		ALU72759.1, ALU71348.1
N0.HOG0001218	OG0001156	-	CAB15195.1	UDK99888.1	ALU70529.1
N0.HOG0001219	OG0001157	-	CAB15206.1	UDK99624.1	ALU70539.1
N0.HOG0001220	OG0001158	-	CAB15977.2, CAB15928.2, CAB15208.1		
N0.HOG0001221	OG0001159	-	CAB15214.1	UDL01409.1	ALU70232.1
N0.HOG0001222	OG0001160	-	CAB15216.1	UDL00401.1	ALU70230.1
N0.HOG0001223	OG0001161	-	CAB15223.2	UDK99933.1	ALU70524.1
N0.HOG0001224	OG0001162	-	CAB15231.1	UDL00287.1	ALU72874.1
N0.HOG0001225	OG0001163	-	CAB15232.1		ALU68331.1, ALU68327.1
N0.HOG0001226	OG0001164	-	CAB15236.2	UDL00296.1	ALU71795.1
N0.HOG0001227	OG0001165	-	CAB15240.2	UDL01784.1	ALU68923.1
N0.HOG0001228	OG0001166	-	CAB15241.1	UDL01904.1	ALU68326.1
N0.HOG0001229	OG0001167	-	CAB15256.1	UDL01141.1	ALU71037.1
N0.HOG0001230	OG0001168	-	CAB15260.1	UDL01142.1	ALU71035.1
N0.HOG0001231	OG0001169	-	CAB15263.1	UDL00471.1	ALU69144.1
N0.HOG0001232	OG0001170	-	CAB15264.1	UDL00470.1	ALU69145.1
N0.HOG0001233	OG0001171	-	CAB15269.1	UDL00879.1	ALU70867.1
N0.HOG0001234	OG0001172	-	CAB15277.1	UDL02012.1	ALU71121.1
N0.HOG0001235	OG0001173	-	CAB15294.1	UDL01617.1	ALU69940.1
N0.HOG0001236	OG0001174	-	CAB15298.1	UDL00651.1	ALU71664.1
N0.HOG0001237	OG0001175	-	CAB15305.2	UDL00723.1	ALU70250.1
N0.HOG0001238	OG0001176	-	CAB15364.1, CAB15309.1		ALU71056.1
N0.HOG0001239	OG0001177	-	CAB15310.1	UDK99474.1	ALU69120.1
N0.HOG0001240	OG0001178	-	CAB15344.3	UDL01941.1	ALU69523.1
N0.HOG0001241	OG0001179	-	CAB15348.1	UDL01793.1	ALU70399.1
N0.HOG0001242	OG0001180	-	CAB15351.1	UDL01387.1	ALU69785.1
N0.HOG0001243	OG0001181	-	CAB15355.2	UDL01464.1	ALU69823.1
N0.HOG0001244	OG0001182	-	CAB15356.1	UDL01463.1	ALU69825.1
N0.HOG0001245	OG0001183	-	CAB15365.1	UDL00569.1	ALU71655.1
N0.HOG0001246	OG0001184	-	CAB15384.1		ALU68840.1, ALU69118.1
N0.HOG0001247	OG0001185	-	CAB15390.1	UDL01363.1	ALU70040.1
N0.HOG0001248	OG0001186	-	CAB15394.1	UDK99855.1	ALU71308.1
N0.HOG0001249	OG0001187	-	CAB15395.1	UDL01627.1	ALU69898.1
N0.HOG0001250	OG0001188	-	CAB15397.1	UDL00454.1	ALU71060.1
N0.HOG0001251	OG0001189	-	CAB15398.1	UDL00457.1	ALU71061.1
N0.HOG0001252	OG0001190	-	CAB15399.1	UDL00458.1	ALU71062.1
N0.HOG0001253	OG0001191	-	CAB15408.1	UDL00970.1	ALU68966.1
N0.HOG0001254	OG0001192	-	CAB15409.1	UDL00969.1	ALU68965.1
N0.HOG0001255	OG0001193	-	CAB15410.1	UDL00968.1	ALU68964.1
N0.HOG0001256	OG0001194	-	CAB15413.1	UDL01788.1	ALU69483.1
N0.HOG0001257	OG0001195	-	CAB15414.1	UDL01787.1	ALU69484.1
N0.HOG0001258	OG0001196	-	CAB15465.1, CAB15420.1	UDK99742.1	
N0.HOG0001259	OG0001197	-	CAB16040.3, CAB15434.1, CAB15427.1		
N0.HOG0001260	OG0001198	-	CAB15459.1	UDL01020.1	ALU68307.1
N0.HOG0001261	OG0001199	-	CAB15471.1		ALU71461.1, ALU68597.1
N0.HOG0001262	OG0001200	-	CAB15481.2	UDL00541.1	ALU71064.1
N0.HOG0001263	OG0001201	-	CAB15482.1	UDL00540.1	ALU71065.1
N0.HOG0001264	OG0001202	-	CAB15484.1	UDL01030.1	ALU68226.1
N0.HOG0001265	OG0001203	-	CAB15491.1	UDK99904.1	ALU70703.1
N0.HOG0001266	OG0001204	-	CAB15492.1	UDK99903.1	ALU70699.1
N0.HOG0001267	OG0001205	-	CAB15493.1	UDL01502.1	ALU70697.1
N0.HOG0001268	OG0001206	-	CAB15494.1	UDK99612.1	ALU70695.1
N0.HOG0001269	OG0001207	-	CAB15495.1	UDK99610.1	ALU70692.1
N0.HOG0001270	OG0001208	-	CAB15496.1	UDL01172.1	ALU70690.1
N0.HOG0001271	OG0001209	-	CAB15497.1	UDL00551.1	ALU70908.1
N0.HOG0001272	OG0001210	-	CAB15501.1		ALU69358.1, ALU72561.1
N0.HOG0001273	OG0001211	-	CAB15504.1	UDK99970.1	ALU70754.1
N0.HOG0001274	OG0001212	-	CAB15505.1	UDL02197.1	ALU70975.1
N0.HOG0001275	OG0001213	-	CAB15533.1	UDL00843.1	ALU70792.1
N0.HOG0001276	OG0001214	-	CAB15534.1	UDL01297.1	ALU70784.1
N0.HOG0001277	OG0001215	-	CAB15537.1	UDL00513.1	ALU69069.1
N0.HOG0001278	OG0001216	-	CAB15665.1, CAB15538.1		ALU69418.1
N0.HOG0001279	OG0001217	-	CAB15542.1	UDL01709.1	ALU71656.1
N0.HOG0001280	OG0001218	-	CAB15543.1	UDL01710.1	ALU71657.1
N0.HOG0001281	OG0001219	-	CAB15546.1	UDK99373.1	ALU71660.1
N0.HOG0001282	OG0001220	-	CAB15548.1	UDL00218.1	ALU71739.1
N0.HOG0001283	OG0001221	-	CAB15562.2	UDL00502.1	ALU71740.1
N0.HOG0001284	OG0001222	-	CAB15568.1	UDL01232.1	ALU69757.1
N0.HOG0001285	OG0001223	-	CAB15570.1	UDL00654.1	ALU70239.1
N0.HOG0001286	OG0001224	-	CAB15592.1	UDL00729.1	ALU72547.1
N0.HOG0001287	OG0001225	-	CAB15625.1	UDL01574.1	ALU72171.1
N0.HOG0001288	OG0001226	-	CAB15630.1, CAB15629.1	UDL01431.1	
N0.HOG0001289	OG0001227	-	CAB15632.1		ALU73556.1, ALU69321.1
N0.HOG0001290	OG0001228	-	CAB15639.1	UDL01203.1, UDL01143.1	
N0.HOG0001291	OG0001229	-	CAB15653.1	UDL01438.1	ALU69790.1
N0.HOG0001292	OG0001230	-	CAB15666.2	UDL01680.1	ALU70072.1
N0.HOG0001293	OG0001231	-	CAB15669.1	UDL01664.1	ALU71529.1
N0.HOG0001294	OG0001232	-	CAB15681.1	UDL02066.1	ALU69396.1
N0.HOG0001295	OG0001233	-	CAB15687.1	UDK99463.1	ALU71627.1
N0.HOG0001296	OG0001234	-	CAB15688.1		ALU73479.1, ALU70342.1
N0.HOG0001297	OG0001235	-	CAB15691.1, CAB15690.1		ALU67837.1
N0.HOG0001298	OG0001236	-	CAB15718.1	UDL00121.1	ALU70235.1
N0.HOG0001299	OG0001237	-	CAB15724.1	UDK99988.1	ALU70234.1
N0.HOG0001300	OG0001238	-	CAB15725.2	UDL00453.1	ALU70233.1
N0.HOG0001301	OG0001239	-	CAB15726.1	UDL01058.1	ALU69941.1
N0.HOG0001302	OG0001240	-	CAB15728.3	UDL00452.1	ALU71048.1
N0.HOG0001303	OG0001241	-	CAB15743.1	UDL00663.1	ALU70831.1
N0.HOG0001304	OG0001242	-	CAB15746.1	UDL01562.1	ALU72534.1
N0.HOG0001305	OG0001243	-	CAB15750.1	UDK99959.1	ALU71521.1
N0.HOG0001306	OG0001244	-	CAB15761.1	UDL01563.1	ALU70228.1
N0.HOG0001307	OG0001245	-	CAB15776.1	UDL01922.1	ALU67673.1
N0.HOG0001308	OG0001246	-	CAB15777.1	UDL00191.1	ALU69011.1
N0.HOG0001309	OG0001247	-	CAB15780.1	UDL00129.1	ALU72446.1
N0.HOG0001310	OG0001248	-	CAB15785.1	UDL02009.1	ALU68856.1
N0.HOG0001311	OG0001249	-	CAB15792.1		ALU71900.1, ALU67878.1
N0.HOG0001312	OG0001250	-	CAB15794.1	UDL00582.1	ALU71201.1
N0.HOG0001313	OG0001251	-	CAB15799.2		ALU71907.1, ALU70659.1
N0.HOG0001314	OG0001252	-	CAB15809.1	UDL01821.1	ALU67975.1
N0.HOG0001315	OG0001253	-	CAB15810.1	UDL01822.1	ALU67976.1
N0.HOG0001316	OG0001254	-	CAB16022.2, CAB15822.2		ALU69017.1
N0.HOG0001317	OG0001255	-	CAB15823.1	UDK99861.1	ALU71547.1
N0.HOG0001318	OG0001256	-	CAB15844.2	UDL01408.1	ALU72572.1
N0.HOG0001319	OG0001257	-	CAB15850.2	UDK99661.1	ALU69666.1
N0.HOG0001320	OG0001258	-	CAB15851.1	UDK99833.1	ALU73124.1
N0.HOG0001321	OG0001259	-	CAB15873.1	UDL02074.1	ALU72389.1
N0.HOG0001322	OG0001260	-	CAB15876.1		ALU67705.1, ALU73387.1
N0.HOG0001323	OG0001261	-	CAB15898.1	UDL00623.1	ALU71976.1
N0.HOG0001324	OG0001262	-	CAB15931.2	UDL02023.1	ALU68494.1
N0.HOG0001325	OG0001263	-	CAB15971.1	UDL01920.1	ALU69100.1
N0.HOG0001326	OG0001264	-	CAB15972.1	UDL01924.1	ALU69096.1
N0.HOG0001327	OG0001265	-	CAB15973.1	UDL01921.1	ALU69095.1
N0.HOG0001328	OG0001266	-	CAB15976.2	UDK99628.1	ALU71841.1
N0.HOG0001329	OG0001267	-	CAB15978.2	UDL00335.1	ALU72277.1
N0.HOG0001330	OG0001268	-	CAB15979.1	UDL00988.1	ALU69585.1
N0.HOG0001331	OG0001269	-	CAB16079.1	UDK99251.1	ALU72444.1
N0.HOG0001332	OG0001270	-	CAB16081.2	UDK99730.1	ALU68386.1
